id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1047495,"A_23_P84000",10222,"CACNG2","calcium channel, voltage-dependent, gamma subunit 2",10369,"22","n/a","n/a"
1047497,"A_23_P66180",10221,"CACNG3","calcium channel, voltage-dependent, gamma subunit 3",10368,"16","n/a","n/a"
1047498,"CUST_136_PI416408490",10221,"CACNG3","calcium channel, voltage-dependent, gamma subunit 3",10368,"16","n/a","n/a"
1047499,"CUST_4753_PI416261804",10221,"CACNG3","calcium channel, voltage-dependent, gamma subunit 3",10368,"16","n/a","n/a"
1044665,"A_24_P494658",26837,"CACNG4","calcium channel, voltage-dependent, gamma subunit 4",27092,"17","n/a","n/a"
1044664,"A_24_P70303",26837,"CACNG4","calcium channel, voltage-dependent, gamma subunit 4",27092,"17","n/a","n/a"
1044666,"CUST_137_PI416408490",26837,"CACNG4","calcium channel, voltage-dependent, gamma subunit 4",27092,"17","n/a","n/a"
1030599,"A_23_P414328",26836,"CACNG5","calcium channel, voltage-dependent, gamma subunit 5",27091,"17","n/a","n/a"
1044667,"A_23_P66497",26836,"CACNG5","calcium channel, voltage-dependent, gamma subunit 5",27091,"17","n/a","n/a"
1030600,"CUST_2159_PI416261804",26836,"CACNG5","calcium channel, voltage-dependent, gamma subunit 5",27091,"17","n/a","n/a"
1040271,"A_23_P4782",37708,"CACNG7","calcium channel, voltage-dependent, gamma subunit 7",59284,"19","n/a","n/a"
1040272,"CUST_2212_PI416261804",37708,"CACNG7","calcium channel, voltage-dependent, gamma subunit 7",59284,"19","n/a","n/a"
1040273,"A_23_P420218",37707,"CACNG8","calcium channel, voltage-dependent, gamma subunit 8",59283,"19","n/a","n/a"
1040274,"CUST_860_PI416261804",37707,"CACNG8","calcium channel, voltage-dependent, gamma subunit 8",59283,"19","n/a","n/a"
1058569,"A_23_P29719",842,"CASR","calcium-sensing receptor",846,"3","n/a","n/a"
1058570,"CUST_17069_PI416261804",842,"CASR","calcium-sensing receptor",846,"3","n/a","n/a"
1035991,"A_23_P52676",78440,"CATSPER1","cation channel, sperm associated 1",117144,"11","n/a","n/a"
1035992,"CUST_15221_PI416261804",78440,"CATSPER1","cation channel, sperm associated 1",117144,"11","n/a","n/a"
1027620,"A_23_P88489",78451,"CATSPER2","cation channel, sperm associated 2",117155,"15","n/a","n/a"
1027621,"A_24_P181422",78451,"CATSPER2","cation channel, sperm associated 2",117155,"15","n/a","n/a"
1066698,"A_24_P885910",78451,"CATSPER2","cation channel, sperm associated 2",117155,"15","n/a","n/a"
1027622,"CUST_6213_PI416261804",78451,"CATSPER2","cation channel, sperm associated 2",117155,"15","n/a","n/a"
1031807,"A_23_P393749",110334,"CATSPER3","cation channel, sperm associated 3",347732,"5","n/a","n/a"
1031808,"CUST_11459_PI416261804",110334,"CATSPER3","cation channel, sperm associated 3",347732,"5","n/a","n/a"
1030601,"A_24_P786388",119766,"CATSPER4","cation channel, sperm associated 4",378807,"1","n/a","n/a"
1030602,"CUST_5599_PI416261804",119766,"CATSPER4","cation channel, sperm associated 4",378807,"1","n/a","n/a"
1022714,"A_23_P215720",1072,"CFTR","cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)",1080,"7","n/a","n/a"
1022716,"CUST_15443_PI416261804",1072,"CFTR","cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)",1080,"7","n/a","n/a"
1022715,"CUST_159_PI416408490",1072,"CFTR","cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)",1080,"7","n/a","n/a"
1036988,"CUST_11360_PI416261804",59769,"CHRFAM7A","CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion",89832,"15","n/a","n/a"
1036989,"CUST_15459_PI416261804",59769,"CHRFAM7A","CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion",89832,"15","n/a","n/a"
1058209,"A_23_P90888",1126,"CHRNA1","cholinergic receptor, nicotinic, alpha 1 (muscle)",1134,"2","n/a","n/a"
1058210,"CUST_14430_PI416261804",1126,"CHRNA1","cholinergic receptor, nicotinic, alpha 1 (muscle)",1134,"2","n/a","n/a"
1040936,"A_23_P411188",36331,"CHRNA10","cholinergic receptor, nicotinic, alpha 10 (neuronal)",57053,"11","n/a","n/a"
1040937,"CUST_13477_PI416261804",36331,"CHRNA10","cholinergic receptor, nicotinic, alpha 10 (neuronal)",57053,"11","n/a","n/a"
1058207,"A_23_P251443",1127,"CHRNA2","cholinergic receptor, nicotinic, alpha 2 (neuronal)",1135,"8","n/a","n/a"
1058208,"CUST_1_PI417511553",1127,"CHRNA2","cholinergic receptor, nicotinic, alpha 2 (neuronal)",1135,"8","n/a","n/a"
1058204,"A_23_P253911",1128,"CHRNA3","cholinergic receptor, nicotinic, alpha 3 (neuronal)",1136,"15","n/a","n/a"
1058205,"CUST_14009_PI416261804",1128,"CHRNA3","cholinergic receptor, nicotinic, alpha 3 (neuronal)",1136,"15","n/a","n/a"
1058206,"CUST_165_PI416408490",1128,"CHRNA3","cholinergic receptor, nicotinic, alpha 3 (neuronal)",1136,"15","n/a","n/a"
1058201,"A_23_P210395",1129,"CHRNA4","cholinergic receptor, nicotinic, alpha 4 (neuronal)",1137,"20","n/a","n/a"
1059691,"A_24_P912720",1129,"CHRNA4","cholinergic receptor, nicotinic, alpha 4 (neuronal)",1137,"20","n/a","n/a"
1058202,"CUST_15469_PI416261804",1129,"CHRNA4","cholinergic receptor, nicotinic, alpha 4 (neuronal)",1137,"20","n/a","n/a"
1058203,"CUST_166_PI416408490",1129,"CHRNA4","cholinergic receptor, nicotinic, alpha 4 (neuronal)",1137,"20","n/a","n/a"
1058198,"A_23_P88691",1130,"CHRNA5","cholinergic receptor, nicotinic, alpha 5 (neuronal)",1138,"15","n/a","n/a"
1058199,"CUST_15812_PI416261804",1130,"CHRNA5","cholinergic receptor, nicotinic, alpha 5 (neuronal)",1138,"15","n/a","n/a"
1058200,"CUST_167_PI416408490",1130,"CHRNA5","cholinergic receptor, nicotinic, alpha 5 (neuronal)",1138,"15","n/a","n/a"
1049128,"A_23_P157593",8873,"CHRNA6","cholinergic receptor, nicotinic, alpha 6 (neuronal)",8973,"8","n/a","n/a"
1049129,"CUST_13127_PI416261804",8873,"CHRNA6","cholinergic receptor, nicotinic, alpha 6 (neuronal)",8973,"8","n/a","n/a"
1022067,"A_23_P163390",1131,"CHRNA7","cholinergic receptor, nicotinic, alpha 7 (neuronal)",1139,"15","n/a","n/a"
1022068,"CUST_15465_PI416261804",1131,"CHRNA7","cholinergic receptor, nicotinic, alpha 7 (neuronal)",1139,"15","n/a","n/a"
1022069,"CUST_681_PI416408490",1131,"CHRNA7","cholinergic receptor, nicotinic, alpha 7 (neuronal)",1139,"15","n/a","n/a"
1022066,"CUST_9_PI416558205",1131,"CHRNA7","cholinergic receptor, nicotinic, alpha 7 (neuronal)",1139,"15","n/a","n/a"
1024423,"A_23_P61508",34873,"CHRNA9","cholinergic receptor, nicotinic, alpha 9 (neuronal)",55584,"4","n/a","n/a"
1024425,"CUST_13078_PI416261804",34873,"CHRNA9","cholinergic receptor, nicotinic, alpha 9 (neuronal)",55584,"4","n/a","n/a"
1024424,"CUST_168_PI416408490",34873,"CHRNA9","cholinergic receptor, nicotinic, alpha 9 (neuronal)",55584,"4","n/a","n/a"
1058196,"A_23_P207106",1132,"CHRNB1","cholinergic receptor, nicotinic, beta 1 (muscle)",1140,"17","n/a","n/a"
1058197,"A_24_P27627",1132,"CHRNB1","cholinergic receptor, nicotinic, beta 1 (muscle)",1140,"17","n/a","n/a"
1020870,"A_23_P368624",1133,"CHRNB2","cholinergic receptor, nicotinic, beta 2 (neuronal)",1141,"1","n/a","n/a"
1020871,"CUST_16018_PI416261804",1133,"CHRNB2","cholinergic receptor, nicotinic, beta 2 (neuronal)",1141,"1","n/a","n/a"
1021611,"A_23_P123424",1134,"CHRNB3","cholinergic receptor, nicotinic, beta 3 (neuronal)",1142,"8","n/a","n/a"
1021612,"CUST_13913_PI416261804",1134,"CHRNB3","cholinergic receptor, nicotinic, beta 3 (neuronal)",1142,"8","n/a","n/a"
1021613,"CUST_170_PI416408490",1134,"CHRNB3","cholinergic receptor, nicotinic, beta 3 (neuronal)",1142,"8","n/a","n/a"
1028335,"A_23_P332789",1135,"CHRNB4","cholinergic receptor, nicotinic, beta 4 (neuronal)",1143,"15","n/a","n/a"
1028337,"CUST_12818_PI416261804",1135,"CHRNB4","cholinergic receptor, nicotinic, beta 4 (neuronal)",1143,"15","n/a","n/a"
1028336,"CUST_171_PI416408490",1135,"CHRNB4","cholinergic receptor, nicotinic, beta 4 (neuronal)",1143,"15","n/a","n/a"
1058193,"A_23_P430558",1136,"CHRND","cholinergic receptor, nicotinic, delta (muscle)",1144,"2","n/a","n/a"
1058195,"CUST_12918_PI416261804",1136,"CHRND","cholinergic receptor, nicotinic, delta (muscle)",1144,"2","n/a","n/a"
1058194,"CUST_172_PI416408490",1136,"CHRND","cholinergic receptor, nicotinic, delta (muscle)",1144,"2","n/a","n/a"
1058191,"A_23_P304279",1137,"CHRNE","cholinergic receptor, nicotinic, epsilon (muscle)",1145,"17","n/a","n/a"
1058192,"CUST_13235_PI416261804",1137,"CHRNE","cholinergic receptor, nicotinic, epsilon (muscle)",1145,"17","n/a","n/a"
1030376,"A_23_P5718",1138,"CHRNG","cholinergic receptor, nicotinic, gamma (muscle)",1146,"2","n/a","n/a"
1030377,"CUST_12846_PI416261804",1138,"CHRNG","cholinergic receptor, nicotinic, gamma (muscle)",1146,"2","n/a","n/a"
1030375,"CUST_173_PI416408490",1138,"CHRNG","cholinergic receptor, nicotinic, gamma (muscle)",1146,"2","n/a","n/a"
1021651,"A_23_P51217",1170,"CLCA1","chloride channel accessory 1",1179,"1","n/a","n/a"
1021652,"CUST_10602_PI416261804",1170,"CLCA1","chloride channel accessory 1",1179,"1","n/a","n/a"
1021653,"CUST_175_PI416408490",1170,"CLCA1","chloride channel accessory 1",1179,"1","n/a","n/a"
1030647,"A_23_P397248",9491,"CLCA2","chloride channel accessory 2",9635,"1","n/a","n/a"
1030648,"CUST_10597_PI416261804",9491,"CLCA2","chloride channel accessory 2",9635,"1","n/a","n/a"
1030649,"CUST_176_PI416408490",9491,"CLCA2","chloride channel accessory 2",9635,"1","n/a","n/a"
1012668,"A_23_P45751",22558,"CLCA4","chloride channel accessory 4",22802,"1","n/a","n/a"
1013132,"CUST_10595_PI416261804",22558,"CLCA4","chloride channel accessory 4",22802,"1","n/a","n/a"
1019671,"CUST_10607_PI416261804",22558,"CLCA4","chloride channel accessory 4",22802,"1","n/a","n/a"
1013597,"CUST_178_PI416408490",22558,"CLCA4","chloride channel accessory 4",22802,"1","n/a","n/a"
1058169,"A_23_P59772",1171,"CLCN1","chloride channel, voltage-sensitive 1",1180,"7","n/a","n/a"
1058170,"CUST_15250_PI416261804",1171,"CLCN1","chloride channel, voltage-sensitive 1",1180,"7","n/a","n/a"
1058167,"A_23_P132845",1172,"CLCN2","chloride channel, voltage-sensitive 2",1181,"3","n/a","n/a"
1058168,"CUST_14615_PI416261804",1172,"CLCN2","chloride channel, voltage-sensitive 2",1181,"3","n/a","n/a"
1025182,"A_23_P124476",1173,"CLCN3","chloride channel, voltage-sensitive 3",1182,"4","n/a","n/a"
1025184,"A_24_P402847",1173,"CLCN3","chloride channel, voltage-sensitive 3",1182,"4","n/a","n/a"
1025183,"CUST_179_PI416408490",1173,"CLCN3","chloride channel, voltage-sensitive 3",1182,"4","n/a","n/a"
1058164,"A_23_P217741",1174,"CLCN4","chloride channel, voltage-sensitive 4",1183,"X","n/a","n/a"
1058166,"CUST_13383_PI416261804",1174,"CLCN4","chloride channel, voltage-sensitive 4",1183,"X","n/a","n/a"
1058165,"CUST_180_PI416408490",1174,"CLCN4","chloride channel, voltage-sensitive 4",1183,"X","n/a","n/a"
1015442,"CUST_1226_PI416573500",1175,"CLCN5","chloride channel, voltage-sensitive 5",1184,"X","n/a","n/a"
1010331,"CUST_1262_PI416379584",1175,"CLCN5","chloride channel, voltage-sensitive 5",1184,"X","n/a","n/a"
1020822,"CUST_181_PI416408490",1175,"CLCN5","chloride channel, voltage-sensitive 5",1184,"X","n/a","n/a"
1058159,"A_23_P200361",1176,"CLCN6","chloride channel, voltage-sensitive 6",1185,"1","n/a","n/a"
1058158,"A_24_P302374",1176,"CLCN6","chloride channel, voltage-sensitive 6",1185,"1","n/a","n/a"
1058160,"CUST_182_PI416408490",1176,"CLCN6","chloride channel, voltage-sensitive 6",1185,"1","n/a","n/a"
1058161,"CUST_742_PI416573500",1176,"CLCN6","chloride channel, voltage-sensitive 6",1185,"1","n/a","n/a"
1058163,"CUST_743_PI416573500",1176,"CLCN6","chloride channel, voltage-sensitive 6",1185,"1","n/a","n/a"
1025301,"CUST_768_PI416379584",1176,"CLCN6","chloride channel, voltage-sensitive 6",1185,"1","n/a","n/a"
1025079,"CUST_769_PI416379584",1176,"CLCN6","chloride channel, voltage-sensitive 6",1185,"1","n/a","n/a"
1058162,"CUST_770_PI416379584",1176,"CLCN6","chloride channel, voltage-sensitive 6",1185,"1","n/a","n/a"
1012967,"A_23_P129334",1177,"CLCN7","chloride channel, voltage-sensitive 7",1186,"16","n/a","n/a"
1019953,"CUST_15492_PI416261804",1177,"CLCN7","chloride channel, voltage-sensitive 7",1186,"16","n/a","n/a"
1020899,"A_24_P2361",1178,"CLCNKA","chloride channel, voltage-sensitive Ka",1187,"1","n/a","n/a"
1020900,"CUST_184_PI416408490",1178,"CLCNKA","chloride channel, voltage-sensitive Ka",1187,"1","n/a","n/a"
1058157,"A_23_P149270",1179,"CLCNKB","chloride channel, voltage-sensitive Kb",1188,"1","n/a","n/a"
1058156,"A_24_P224966",1179,"CLCNKB","chloride channel, voltage-sensitive Kb",1188,"1","n/a","n/a"
1029211,"A_23_P45456",1184,"CLIC2","chloride intracellular channel 2",1193,"X","n/a","n/a"
1029212,"CUST_185_PI416408490",1184,"CLIC2","chloride intracellular channel 2",1193,"X","n/a","n/a"
1029213,"CUST_7415_PI416261804",1184,"CLIC2","chloride intracellular channel 2",1193,"X","n/a","n/a"
1049075,"A_23_P254654",8902,"CLIC3","chloride intracellular channel 3",9022,"9","n/a","n/a"
1049076,"CUST_1637_PI416261804",8902,"CLIC3","chloride intracellular channel 3",9022,"9","n/a","n/a"
1045189,"A_23_P135494",25681,"CLIC4","chloride intracellular channel 4",25932,"1","n/a","n/a"
1045190,"A_23_P135499",25681,"CLIC4","chloride intracellular channel 4",25932,"1","n/a","n/a"
1045192,"A_23_P259189",25681,"CLIC4","chloride intracellular channel 4",25932,"1","n/a","n/a"
1045191,"CUST_186_PI416408490",25681,"CLIC4","chloride intracellular channel 4",25932,"1","n/a","n/a"
1045194,"CUST_3466_PI416261804",25681,"CLIC4","chloride intracellular channel 4",25932,"1","n/a","n/a"
1045193,"CUST_3473_PI416261804",25681,"CLIC4","chloride intracellular channel 4",25932,"1","n/a","n/a"
1045195,"CUST_4422_PI416261804",25681,"CLIC4","chloride intracellular channel 4",25932,"1","n/a","n/a"
1045196,"CUST_4510_PI416261804",25681,"CLIC4","chloride intracellular channel 4",25932,"1","n/a","n/a"
1022794,"A_23_P311895",32885,"CLIC5","chloride intracellular channel 5",53405,"6","n/a","n/a"
1022796,"A_23_P416774",32885,"CLIC5","chloride intracellular channel 5",53405,"6","n/a","n/a"
1022795,"CUST_187_PI416408490",32885,"CLIC5","chloride intracellular channel 5",53405,"6","n/a","n/a"
1020723,"CUST_3134_PI416261804",32885,"CLIC5","chloride intracellular channel 5",53405,"6","n/a","n/a"
1042996,"A_23_P385067",33395,"CLIC6","chloride intracellular channel 6",54102,"21","n/a","n/a"
1042997,"CUST_188_PI416408490",33395,"CLIC6","chloride intracellular channel 6",54102,"21","n/a","n/a"
1042998,"CUST_740_PI416261804",33395,"CLIC6","chloride intracellular channel 6",54102,"21","n/a","n/a"
1012067,"A_23_P92536",1250,"CNGA1","cyclic nucleotide gated channel alpha 1",1259,"4","n/a","n/a"
1014609,"A_24_P256722",1250,"CNGA1","cyclic nucleotide gated channel alpha 1",1259,"4","n/a","n/a"
1019285,"CUST_191_PI416408490",1250,"CNGA1","cyclic nucleotide gated channel alpha 1",1259,"4","n/a","n/a"
1058117,"CUST_145_PI416573500",1251,"CNGA2","cyclic nucleotide gated channel alpha 2",1260,"X","n/a","n/a"
1058115,"CUST_150_PI416379584",1251,"CNGA2","cyclic nucleotide gated channel alpha 2",1260,"X","n/a","n/a"
1058116,"CUST_192_PI416408490",1251,"CNGA2","cyclic nucleotide gated channel alpha 2",1260,"X","n/a","n/a"
1015600,"A_23_P68167",1252,"CNGA3","cyclic nucleotide gated channel alpha 3",1261,"2","n/a","n/a"
1015045,"CUST_9231_PI416261804",1252,"CNGA3","cyclic nucleotide gated channel alpha 3",1261,"2","n/a","n/a"
1014978,"CUST_9236_PI416261804",1252,"CNGA3","cyclic nucleotide gated channel alpha 3",1261,"2","n/a","n/a"
1021999,"A_23_P2006",1253,"CNGA4","cyclic nucleotide gated channel alpha 4",1262,"11","n/a","n/a"
1022001,"CUST_193_PI416408490",1253,"CNGA4","cyclic nucleotide gated channel alpha 4",1262,"11","n/a","n/a"
1022000,"CUST_4926_PI416261804",1253,"CNGA4","cyclic nucleotide gated channel alpha 4",1262,"11","n/a","n/a"
1021228,"A_23_P37718",1249,"CNGB1","cyclic nucleotide gated channel beta 1",1258,"16","n/a","n/a"
1018377,"A_24_P229588",1249,"CNGB1","cyclic nucleotide gated channel beta 1",1258,"16","n/a","n/a"
1012971,"CUST_14015_PI416261804",1249,"CNGB1","cyclic nucleotide gated channel beta 1",1258,"16","n/a","n/a"
1042754,"A_23_P216376",34003,"CNGB3","cyclic nucleotide gated channel beta 3",54714,"8","n/a","n/a"
1042756,"CUST_1563_PI416261804",34003,"CNGB3","cyclic nucleotide gated channel beta 3",54714,"8","n/a","n/a"
1042755,"CUST_194_PI416408490",34003,"CNGB3","cyclic nucleotide gated channel beta 3",54714,"8","n/a","n/a"
1049989,"A_23_P203009",8015,"CUL5","cullin 5",8065,"11","n/a","n/a"
1045873,"A_23_P321201",23013,"DENND5A","DENN/MADD domain containing 5A",23258,"11","n/a","n/a"
1045874,"CUST_12067_PI416261804",23013,"DENND5A","DENN/MADD domain containing 5A",23258,"11","n/a","n/a"
1034028,"A_23_P366559",81475,"DENND5B","DENN/MADD domain containing 5B",160518,"12","n/a","n/a"
1034029,"A_23_P379746",81475,"DENND5B","DENN/MADD domain containing 5B",160518,"12","n/a","n/a"
1034030,"A_24_P541919",81475,"DENND5B","DENN/MADD domain containing 5B",160518,"12","n/a","n/a"
1016954,"A_23_P156842",9380,"EEF1E1","eukaryotic translation elongation factor 1 epsilon 1",9521,"6","n/a","n/a"
1011618,"CUST_13572_PI416261804",9380,"EEF1E1","eukaryotic translation elongation factor 1 epsilon 1",9521,"6","n/a","n/a"
1016431,"A_23_P161769",483,"FXYD2","FXYD domain containing ion transport regulator 2",486,"11","n/a","n/a"
1058991,"A_24_P196562",483,"FXYD2","FXYD domain containing ion transport regulator 2",486,"11","n/a","n/a"
1017507,"A_24_P293192",5317,"FXYD3","FXYD domain containing ion transport regulator 3",5349,"19","n/a","n/a"
1015998,"CUST_1316_PI416379584",5317,"FXYD3","FXYD domain containing ion transport regulator 3",5349,"19","n/a","n/a"
1012027,"CUST_14659_PI416261804",5317,"FXYD3","FXYD domain containing ion transport regulator 3",5349,"19","n/a","n/a"
1043048,"A_23_P98121",33133,"FXYD4","FXYD domain containing ion transport regulator 4",53828,"10","n/a","n/a"
1043049,"CUST_846_PI416261804",33133,"FXYD4","FXYD domain containing ion transport regulator 4",53828,"10","n/a","n/a"
1030609,"A_23_P130995",33132,"FXYD5","FXYD domain containing ion transport regulator 5",53827,"19","n/a","n/a"
1030610,"A_24_P194081",33132,"FXYD5","FXYD domain containing ion transport regulator 5",53827,"19","n/a","n/a"
1043050,"A_23_P150394",33131,"FXYD6","FXYD domain containing ion transport regulator 6",53826,"11","n/a","n/a"
1043051,"CUST_7452_PI416261804",33131,"FXYD6","FXYD domain containing ion transport regulator 6",53826,"11","n/a","n/a"
1014606,"A_23_P125067",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014706,"A_24_P226267",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1015049,"CUST_1002_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1015034,"CUST_1003_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014919,"CUST_1081_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1015181,"CUST_1427_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1011466,"CUST_16_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1019697,"CUST_270_PI416408490",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1020011,"CUST_371_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013151,"CUST_372_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013852,"CUST_373_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1015179,"CUST_374_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014943,"CUST_546_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014789,"CUST_675_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014711,"CUST_677_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014607,"CUST_679_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1056816,"CUST_67_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014562,"CUST_680_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014503,"CUST_681_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014443,"CUST_682_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014382,"CUST_683_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014313,"CUST_684_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014246,"CUST_685_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014149,"CUST_686_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1014064,"CUST_687_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013974,"CUST_688_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013878,"CUST_689_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1056815,"CUST_68_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013767,"CUST_690_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013640,"CUST_691_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013553,"CUST_692_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013432,"CUST_693_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013311,"CUST_694_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013180,"CUST_695_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013014,"CUST_696_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1012845,"CUST_697_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1012684,"CUST_698_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1012496,"CUST_699_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1012325,"CUST_700_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1012129,"CUST_701_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1011900,"CUST_702_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1011662,"CUST_703_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1011433,"CUST_704_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1011198,"CUST_705_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1010988,"CUST_706_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1010786,"CUST_707_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1010545,"CUST_708_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1015096,"CUST_924_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1011502,"CUST_953_PI417557136",2538,"GABRA1","gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554,"5","n/a","n/a"
1013059,"A_23_P167121",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a"
1017515,"A_23_P212869",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a"
1014068,"CUST_1005_PI417557136",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a"
1013990,"CUST_1006_PI417557136",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a"
